type,text
Retweet,"Gracias @AgriculturaFM , desde #YoTeFiscalizo seguiremos trabajando por la probidad y fiscalizando los organismos públicos 💪🏻 https://t.co/kULKJ6jUan"
Tweet,Las autoridades públicas no pueden mentir tan descaradamente.
Tweet,"Gracias Milenka por recibirnos y contarnos tu historia y la de tu hijo Bryan Castillo, victima de la delincuencia y la violencia que se vive en las fronteras producto de la #InmigracionIlegal
Seguiremos trabajando por Chile 💪🏻🇨🇱 https://t.co/FUD8oSrU42"
Retweet,"Pondré la servicialidad del Estado, de manera explícita en el texto constitucional. Para mí esto es central, poner a la persona en el núcleo del diseño constitucional. Desde allí promover valores como la libertad, la vida y la familia.
#ConsejeroLuisSilva #ElProfeSabe https://t.co/6PbeavoGWf"
Tweet,El gobierno quiere terminar con el estado de excepción mientras la violencia continua. Ministra Toha: primero hay que terminar con el terrorismo!  https://t.co/tVRXo8swLK
Tweet,"En Antofagasta y en todo Chile, millones usan su vehículo para trabajar y sobrevivir. El auto es una necesidad, no un lujo y subir el impuesto específico es un ataque directo a la clase media. Dejen de subirle el costo de vida a los chilenos. 

#NoMasImpuestoCombustibles https://t.co/7db8uQxZNQ"
Tweet,#NoMasImpuestosCombustibles
Tweet,"Subir el impuesto a los combustibles es un golpe letal para los emprendedores, para el comercio, para los alimentos y en definitiva, para esforzada clase media. Este gobierno es bruto, ciego y sordo frente a la realidad que viven los chilenos. Salgan a la calle, despierten!"
Retweet,"La Ministra Rojas anuncia que el Gobierno pretende subir el impuesto específico a los combustibles, un gustito de la izquierda vegana que pagarán todos los chilenos. Un ataque directo al bolsillo de la clase media.

Los Republicanos nos opondremos!

#NoMasImpuestoCombustibles https://t.co/IkLP9Ipgb7"
Tweet,La Ministra Maisa Rojas anuncia que el gobierno subirá el impuesto a los combustibles. Un gobierno desconectado de la realidad de los chilenos: para ellos el auto no es un lujo sino un medio de sobrevivencia. https://t.co/fkPfi1rhCS
Tweet,Un gobierno que renuncia a legislar en favor de Carabineros. Vergonzoso y triste espectáculo.  https://t.co/sFBg50YoP7
Retweet,"💬“Es infantil a mi entender, cuando el Ejecutivo, a través de la ministra del Interior, se taiman, literalmente se paran y se van enojados”, señalaron los legisladores @cristian_arayal y @mauricio_ojedar ⚠️
https://t.co/s0LToPZsXr https://t.co/xm8eYPKKDX"
Tweet,"Increible. El gobierno del Presidente Boric, manipulado por el Presidente del Partido Comunista, decide retirarse de la Comisión de Seguridad y no apoyar un proyecto fundamental para proteger a nuestros Carabineros. Vergonzoso e irresponsable.  https://t.co/6FsfWO96aY"
Tweet,"Millones de chilenos nos atrevimos, luego la rechazamos y ahora damos el gran paso con Republicanos para REconstruir y REcuperar Chile 🇨🇱 
Mañana seguiremos recorriendo #Antofagasta. Nos vemos ✌🏼 https://t.co/KiJoIcDXS1"
Retweet,"Este @GobiernodeChile hace rato que abandonó su responsabilidad en materia de seguridad  entregando a los criminales, narcotraficantes y terroristas el dominio absoluto de nuestro país. 
# GobiernoIncompetente"
Tweet,"Desde #Antofagasta  junto a los candidatos a #ConsejoConstitucional en #ReconoceTuCandidato 

➡️https://t.co/RuGCzF2J3N https://t.co/UOQoVncqWH"
Retweet,"El @PRChile es un partido en crecimiento  ""Hoy sin duda es el mejor momento para ser Republicano""
Les compartimos la nota de @joseantoniokast acerca de su recorrido por la región de #LosLagos donde analiza el proceso constituyente y el crecimiento de Republicanos. https://t.co/NQeImaLNwY"
Tweet,"Los delincuentes no respetan a nadie ni a nada. Quieren ver un pais fracasar, da lo mismo si es pobre o rico. Combatir la delincuencia con todas nuestras fuerzas y sin contemplación no solo es un derecho de los chilenos, sino un deber para quienes amamos a nuestro pais."
Retweet,AHORA 🔴 @joseantoniokast  por @radiosolchile https://t.co/qlEZmrByhO
Tweet,"A minutos de partir rumbo a #Antofagasta, para recorrer la región y acompañar nuestros candidatos al #ConsejoConstitucional 
¡Nos vemos! https://t.co/e4hko0KyLe"
Retweet,"¡Protejamos a quienes nos protegen! Un carabinero, un policía de investigaciones y un gendarme tiene que ser intocable.
Te compartimos la entrevista de @joseantoniokast en #DiarioElLlanquihue  acerca de seguridad y protección a nuestras FFAA y de Orden. https://t.co/NAmPJmaGZg"
Tweet,Gravisima información de la Fundación @AmparoyJusticia que requiere nuestra máxima atención y ocupación. Esto deberia ser una prioridad para el gobierno! #MenoresEnPeligro
Tweet,"Esto es escandaloso: Delitos sexuales en contra de menores aumentaron un 42% el año pasado.

¿Dónde está el Ministerio de Justicia o Interior haciéndose cargo de esta grave urgencia? https://t.co/kuEqvDihXs"
Retweet,"Feliz primer lunes de abril. Con todo el ánimo comenzamos el mes. Quiero contarles que estaré hoy a las 22:30 con @tv_monica en CNN en #AquiSeDebateCNN ¡No dejen de acompañarme!
#ConsejeroLuisSilva #ElProfeSabe https://t.co/WOELVF0Iiv"
Retweet,"Quiero que puedas #VivirSinMiedo a esperar la micro o el colectivo. 
Quiero que te sientas segura.

Este 7 de mayo, #VotaC13
#LaCandidataDeKast ♥️🇨🇱💪 https://t.co/GCs9DLlnwz"
Tweet,"La izquierda radical le dobla la mano al gobierno y la Ley Nain - Retamal corre riesgo. El Presidente Boric se disfrazó de Carabinero una semana, fue a derramar lagrimas falsas al funeral y ahora se cuadra con Guillermo Teillier para oponerse a la protección de Carabineros. https://t.co/5n5JQsxbnI"
Retweet,"La Ministra @Carolina_Toha haciendo malabares para disimular que, los que hoy son Gobierno, hicieron sostenidos esfuerzos por deslegitimar la labor policial. Carabineros necesita todo el respaldo y eso es incuestionable. https://t.co/eCYIIaaLUa"
Retweet,"La Diputada Catalina Perez se asombra que los narcos tiren fuegos artificiales en las poblaciones pero votó en contra del proyecto de ley que los sanciona. Como en ésta y otras materias, incoherencia pura del Frente Amplio. ¿Creerá que los chilenos son tontos y no se dan cuenta? https://t.co/bvKTmxYQGA"
Retweet,"Ninguna estrategia de seguridad funcionará, si tenemos espacios públicos abandonados e inseguros

Como estas canchas de Cerro Navia

Hay 600 puntos iguales en Santiago https://t.co/02Pm6TiSQ7"
Tweet,"Hace 32 años, la izquierda radical asesinó al Senador Jaime Guzmán, por oponerse a una ley que indultaba a terroristas. Hoy, la izquierda radical que nos gobierna, indulta impunemente a los delincuentes y terroristas del estallido. https://t.co/CFuBkl67OE"
Reply,"La obra, el pensamiento y el legado de Jaime Guzmán siguen más vigentes que nunca y los chilenos agradecen su visión y sacrificio por Chile."
Tweet,"Miles de operadores políticos en el Estado, parientes de Ministros y amigos del Presidente. Todo financiado por los impuestos de los chilenos.

#ConMisImpuestosNo https://t.co/mr1jFX4TFp"
Retweet,"Nos dicen que necesitan impuestos para necesidades sociales, pero se gastan la plata en pitutos y parientes.

Necesitamos un estado eficiente y no más gasto político.

#ConMisImpuestosNo https://t.co/GhAJNDCKkX"
Retweet,"Los Republicanos 🇨🇱queremos un Estado al Servicio de los chilenos y no al revés; pero supimos de la contratación del cuñado del ministro Jackson 👨🏼‍🦲 como asesor en el ministerio de Obras Públicas. Exigimos que se haga un buen uso de nuestros recursos.
#ConMisImpuestosNo https://t.co/K67rvuHyYw"
Tweet,"Cerrando la #ReGiraRepublicana por la región de Los Lagos junto a los candidatos a consejeros constitucionales @beaheviaw @LEPT2020 @MaximilianoUrr9 @Fernand08401757
Gracias por jugársela por 🇨🇱 https://t.co/ACILanE9UI"
Retweet,"""Aunque la izquierda se vista de copihues, izquierda queda"".
El pdte @GabrielBoric y sus listas del indulto quieren refundar Chile. Los copihues no borran un siglo de ideología.
#ParaVivirSinMiedo a las mentiras de la izquierda, en mayo #VotaC13
#LaCandidataDeKast 
@fundacionfnm https://t.co/SR9BU8GjlM"
Retweet,"*AUNQUE SE OPONGA LA ONU Y PARTE DEL OFICIALISMO, HAY QUE PROTEGER A NUESTRAS POLICÍAS*

Impresentable que ONU en vez de ocuparse de víctimas del terrorismo y crimen organizado en Chile, esté dedicada a debilitar a las policías en la grave crisis de seguridad que afecta al país. https://t.co/dPShUaXdW2"
Tweet,"¿Qué tiene que meterse la ONU en nuestras discusiones legislativas? ¿Qué dijo la ONU cuando mataron a los Luchsinger Mackay? ¿O en cada uno de los asesinatos de Carabineros? Nada. 

Chile necesita leyes efectivas para defender a Carabineros y la ONU que se mantenga bien lejos"
Tweet,Cuando uno se encuentra con los rostros de lo que uno realiza tiene sentido la acción política. Gracias #Osorno. Ahora nos vemos en #PuertoMontt✌️#RecuperemosChile 🇨🇱 https://t.co/Y0qNWZZOU8
Retweet,"Vota Lista C!!!

#REcuperarChile
#REconstruirChile
#REfrescarChile
#VotaREpublicanos
 #CeVieneRepublicanos https://t.co/l5eWXQf2BZ"
Retweet,"Otro 29 de marzo en que probablemente “festejaremos” la delincuencia. 

Para que se deje de normalizar el vandalismo como si fuera “protesta social”

¡Republicanos llegó el momento!
Si ves noticias que hagan referencia a delincuencia o desmanes comparte con el  *#JovenIndultado* https://t.co/KpJlnlqlvM"
Tweet,"El Ministro Giorgio Jackson usa el Estado como una pyme familiar (cuñados, ex pololas, etc..) . Ayúdanos a denunciar este y otros abusos del gobierno en https://t.co/sxYWnqMAvw para frenar el nepotismo y la pitutocracia del gobierno"
Retweet,"Atención  ‼️

HOY @joseantoniokast junto a los candidatos al #ConsejoConstitucional de Los Lagos conversan en el Live #REConoceATuCandidato. 

Conéctate a las 17:30
👉🏻 https://t.co/CDadIHZcTV https://t.co/uo1FjAFN8T"
Retweet,"🔴 AHORA

@joseantoniokast  en su recorrido por Puerto Montt, visita #RadioBiobio 
¡No te lo pierdas! https://t.co/o6IQV1lC8p https://t.co/ortDmrIwSo"
Tweet,EN VIVO 🔴 junto a @LEPT2020 por 📻 #Amiga 100.7 de #Calbuco https://t.co/u86fmWPwyV
Tweet,Otro Carabinero atropellado en Ercilla. Presidente Boric: ¿va a indultar al delincuente que lo quiso matar? https://t.co/Qx2gqFg0Jk
Retweet,"🆘Porque la fiscalización ciudadana es fundamental, agradecemos los videos y toda la información que nos hicieron llegar. Hoy renunció Vicente Gutiérrez, cuñado del #MInistroJackson #YoTeFiscalizo. Más info ⬇️ https://t.co/jAm015Tpa0"
Retweet,. @joseantoniokast junto a @MaximilianoUrr9 @LEPT2020
Tweet,Todavia el Ministro Giorgio Jackson no da la cara y se hace cargo de las graves acusaciones de corrupción y nepotismo en el gobierno. ¿Quién dio la orden de contratar al hermano de su pareja? ¿Quién le fijó el sueldo millonario?
Retweet,"Sierra Bella, la clínica que pretendía comprar la alcaldesa de Santiago: Sobreprecio del inmueble, Fraude al fisco y el rechazo de la inscripción de la escritura pública del inmueble. 
Desde IR te compartimos los antecedentes y el estado actual. 
👉🏻 https://t.co/G85dY05N3Y https://t.co/sGUed7GhuG"
Retweet,"🔴 EN VIVO  

Desde el 📞  ¡Siempre conectados!  
@joseantoniokast en su recorrido por las radios locales de Osorno.
Participa de #RadioAmiga 

No te lo pierdas 👉🏻  https://t.co/vvIbPDlQzL https://t.co/oQujJjnX1K"
Tweet,Drástico aumento del desempleo en Chile. ¿Y qué hace el gobierno? Promueve las 40 horas y el aumento del salario mínimo. No hay medidas para reactivar la economía y apoyar a las empresas https://t.co/4qWlBHgC5v
Retweet,"🔴 AHORA 

Siguiendo con nuestro recorrido por las radios locales de Osorno. @joseantoniokast junto a los candidatos al #ConsejoConstitucional visitan la #Radiobiobio ¡Acompáñalos en el dial 106.5 Osorno y 94.9 Puerto Montt!
https://t.co/NilCaHUdcn"
Retweet,Ya estamos en vivo con @joseantoniokast por Radio Conquistador de Osorno https://t.co/zfrwOh1L7H
Retweet,EN POCOS MINUTOS 🔴 por @FMConquistador de #Osorno junto a @MaximilianoUrr9 https://t.co/fFZRAIhgQD
Tweet,"Ayer terminamos la #ReGiraRepublicana en la Región de Los Rios junto a nuestros candidatos @JorgeDelaMaza22  @PaolaClaverol @DanielArzola84 y @payorca4 en Valdivia, Los Ríos y La Unión. Gracias a todos quienes nos acompañaron. Hoy seguimos en la Región de Los Lagos 💪🇨🇱 https://t.co/ZdOiju8d5z"
Retweet,"La corrupción y el abuso de poder de las autoridades debe ser condenado política y judicialmente  y se deben aplicar sanciones ejemplares, caiga quien caiga,  https://t.co/a7ZNItRWlN  #FigueroaConsejero #C10 @joseantoniokast @PRChile"
Tweet,#JovenIndultado https://t.co/0sQYjDoE7Z
Retweet,"Hoy es un día importante en contra de los violentos y los delincuentes. Vamos avanzando hasta que la ley Nain Retamal se haga realidad! 

#carabinerosdechile #CarabinerosNoSeToca 

A los delincuentes no se les conmemora, a los delincuentes se les encierra! 
#DiaDelJovenIndultado https://t.co/50xFxxEy3h"
Retweet,"Magdalena Merbilháa @merbi2 me dice: ""yo sé que tú quieres servir a la política y no servirte de la política"". Mi intención de ser Consejero Constitucional, es aportar al país con mi conocimiento de 19 años de abogado constitucionalista. 
#ConsejeroLuisSilva #ElProfeSabe https://t.co/qzuba2F7Z1"
Retweet,REGIÓN METROPOLITANA C17 SYLVIA BUSTOS ESTE ES MI PAÍS Y LO VOY A DEFENDER!! https://t.co/dXeKAxGEN0
Retweet,"“El orden no se pide porfavor, el orden no se logra con una mesa de trabajo, el orden de logra imponiendo la ley”. @DipRepublicanos 

#JovenIndultado https://t.co/JAquTgB3FG"
Retweet,"Seguimos en terreno, escuchando las preocupaciones de los ariqueños y dándoles a conocer nuestras propuestas para el futuro Consejo Constitucional 💡🇨🇱

Soy Diego Vargas, C-10 🗳️Tu candidato y #ElCandidatoDeKast por #Arica y Parinacota 🙌🏽

#LeyNain #Liderazgo #HoyEsNoticiaCNN https://t.co/p8QPy4qfH1"
Retweet,"Hoy es un gran paso para la #REconstruccion de chile! En donde se procura la seguridad de los chilenos.

¡Viva chile 🇨🇱!

#JovenIndultado https://t.co/VttW9fdLYJ"
Retweet,Ayer tuvimos una muy linda y provechosa jornada en Valdivia. Gracias @joseantoniokast por el apoyo. Los Ríos tiene tremendo equipo. Vota C ✌💙 @JorgeDelaMaza22 @payorca4 @DanielArzola84 @PaolaClaverol @ruth_uas https://t.co/SBmKcflq6W
Retweet,"Les dejo mi entrevista en el diario La Noticia de Angol 
Solo queda Republicanos y necesito de tu apoyo 

Loreto Campana Candidata al Consejo Constitucional por La Araucania del partido Republicano @aprachile @Licenciada_007 @chica61432746 @ https://t.co/3xocJmL4IL"
Retweet,"Sin mentir , con la cara de frente y de una sola línea, sin miedo, 
Loreto Campana Candidata al Consejo Constitucional por La Araucania del partido 
@dgalarce @chica61432746 @RGonzaloHT @todos https://t.co/foULjXPUzo"
Retweet,"¿Mañana el Gobierno saldrá a lamentar los hechos que avalaron por tanto tiempo?

No podemos seguir así. Es hora de que los delincuentes y violentistas tengan claro que sus actos tienen consecuencias, que deberán pagar y no habrá indulto que los salve. #JovenIndultado https://t.co/QeSL5M2nD9"
